cause_bucket,prediction_id,source_context,match_status,source_movie_title,target_start_date,target_end_date,weekend_gross_prediction_usd,title_candidate_count,canonical_title_candidate_count,article_id,article_title,article_url,discovered_date,raw_forecast_text,match_method,match_notes
no_title_candidate_or_alias_mismatch,1356,weekly_ranked_predictions,unmatched,Mother’s Day,2016-04-29,2016-05-01,14700000,0,0,1167,Box Office Predictions: April 29-May 1,https://toddmthatcher.com/2016/04/25/box-office-predictions-april-29-may-1/,2016-04-25,"3. Mother’s Day
Predicted Gross: $14.7 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1290,weekly_ranked_predictions,unmatched,Zoolander No. 2,2016-02-19,2016-02-21,6100000,0,0,1095,Box Office Predictions: February 19-21,https://toddmthatcher.com/2016/02/16/box-office-predictions-february-19-21/,2016-02-16,"7. Zoolander No. 2
Predicted Gross: $6.1 million (representing a drop of 56%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1278,weekly_ranked_predictions,unmatched,Zoolander No. 2,2016-02-12,2016-02-14,20900000,0,0,1087,Box Office Predictions: February 12-14,https://toddmthatcher.com/2016/02/08/box-office-predictions-february-12-14/,2016-02-08,"2. Zoolander No. 2
Predicted Gross: $20.9 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1080,weekly_ranked_predictions,unmatched,The Man from U.N.C.L.E.,2015-08-21,2015-08-23,7100000,0,0,889,Box Office Predictions: August 21-23,https://toddmthatcher.com/2015/08/17/box-office-predictions-august-21-23/,2015-08-17,"5. The Man from U.N.C.L.E.
Predicted Gross: $7.1 million (representing a drop of 47%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1070,weekly_ranked_predictions,unmatched,The Man from U.N.C.L.E.,2015-08-14,2015-08-16,18600000,0,0,881,Box Office Predictions: August 14-16,https://toddmthatcher.com/2015/08/10/box-office-predictions-august-14-16/,2015-08-10,"2. The Man from U.N.C.L.E.
Predicted Gross: $18.6 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1067,weekly_ranked_predictions,unmatched,Shaun the Sheep Movie,2015-08-07,2015-08-09,8200000,0,0,875,Box Office Predictions: August 7-9,https://toddmthatcher.com/2015/08/03/box-office-predictions-august-7-9/,2015-08-03,"5. Shaun the Sheep Movie
Predicted Gross: $8.2 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1016,weekly_ranked_predictions,unmatched,Spy,2015-06-26,2015-06-28,7600000,0,0,831,Box Office Predictions: June 26-28,https://toddmthatcher.com/2015/06/22/box-office-predictions-june-26-28/,2015-06-22,"5. Spy
Predicted Gross: $7.6 million (representing a drop of 32%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1007,weekly_ranked_predictions,unmatched,Spy,2015-06-19,2015-06-21,9100000,0,0,825,Box Office Predictions: June 19-21,https://toddmthatcher.com/2015/06/15/box-office-predictions-june-19-21/,2015-06-15,"3. Spy
Predicted Gross: $9.1 million (representing a drop of 42%",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,1000,weekly_ranked_predictions,unmatched,Spy,2015-06-12,2015-06-14,19700000,0,0,821,Box Office Predictions: June 12-14,https://toddmthatcher.com/2015/06/08/box-office-predictions-june-12-14/,2015-06-08,"2. Spy
Predicted Gross: $19.7 million (representing a drop of 32%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,993,weekly_ranked_predictions,unmatched,Spy,2015-06-05,2015-06-07,42100000,0,0,817,Box Office Predictions: June 5-7,https://toddmthatcher.com/2015/06/01/box-office-predictions-june-5-7/,2015-06-01,"1. Spy
Predicted Gross: $42.1 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,933,weekly_ranked_predictions,unmatched,Insurgent,2015-04-03,2015-04-05,10900000,0,0,763,Box Office Predictions: April 3-5,https://toddmthatcher.com/2015/03/30/box-office-predictions-april-3-5/,2015-03-30,"4. Insurgent
Predicted Gross: $10.9 million (representing a drop of 49%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,925,weekly_ranked_predictions,unmatched,Insurgent,2015-03-27,2015-03-29,24000000,0,0,757,Box Office Predictions: March 27-29,https://toddmthatcher.com/2015/03/23/box-office-predictions-march-27-29/,2015-03-23,"3. Insurgent
Predicted Gross: $24 million (representing a drop of 54%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,918,weekly_ranked_predictions,unmatched,Do You Believe?,2015-03-20,2015-03-22,12300000,0,0,751,Box Office Predictions: March 20-22,https://toddmthatcher.com/2015/03/16/box-office-predictions-march-20-22/,2015-03-16,"3. Do You Believe?
Predicted Gross: $12.3 millon",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,916,weekly_ranked_predictions,unmatched,Insurgent,2015-03-20,2015-03-22,62100000,0,0,751,Box Office Predictions: March 20-22,https://toddmthatcher.com/2015/03/16/box-office-predictions-march-20-22/,2015-03-16,"1. Insurgent
Predicted Gross: $62.1 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,897,weekly_ranked_predictions,unmatched,The SpongeBob SquarePants Movie: Sponge Out of Water,2015-02-27,2015-03-01,9300000,0,0,729,Box Office Predictions: February 27-March 1,https://toddmthatcher.com/2015/02/23/box-office-predictions-february-27-march-1/,2015-02-23,"5. The SpongeBob SquarePants Movie: Sponge Out of Water
Predicted Gross: $9.3 million (representing a drop of 44%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,758,weekly_ranked_predictions,unmatched,"Alexander and the Horrible, Terrible, No Good, Very Bad Day",2014-10-31,2014-11-02,4400000,0,0,607,Box Office Predictions: October 31-November 2,https://toddmthatcher.com/2014/10/27/box-office-predictions-october-31-november-2/,2014-10-27,"8. Alexander and the Horrible, Terrible, No Good, Very Bad Day
Predicted Gross: $4.4 million (representing a drop of 38%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,759,weekly_ranked_predictions,unmatched,Saw 10th Anniversary,2014-10-31,2014-11-02,4100000,0,0,607,Box Office Predictions: October 31-November 2,https://toddmthatcher.com/2014/10/27/box-office-predictions-october-31-november-2/,2014-10-27,"9. Saw 10th Anniversary
Predicted Gross: $4.1 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,697,weekly_ranked_predictions,unmatched,Let’s Be Cops,2014-09-12,2014-09-14,3400000,0,0,551,Box Office Predictions: September 12-14,https://toddmthatcher.com/2014/09/08/box-office-predictions-september-12-14/,2014-09-08,"5. Let’s Be Cops
Predicted Gross: $3.4 million (representing a drop of 37%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,689,weekly_ranked_predictions,unmatched,Let’s Be Cops,2014-09-05,2014-09-07,4500000,0,0,545,Box Office Predictions: September 5-7,https://toddmthatcher.com/2014/09/02/box-office-predictions-september-5-7/,2014-09-02,"4. Let’s Be Cops
Predicted Gross: $4.5 million (representing a drop of 45%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,682,weekly_ranked_predictions,unmatched,Let’s Be Cops,2014-08-29,2014-09-01,11400000,0,0,541,Box Office Predictions: August 29-September 1,https://toddmthatcher.com/2014/08/25/box-office-predictions-august-29-september-1/,2014-08-25,"5. Let’s Be Cops
Predicted Gross: $11.4 million (representing an increase of 6%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,667,weekly_ranked_predictions,unmatched,Let’s Be Cops,2014-08-15,2014-08-17,17700000,0,0,529,Box Office Predictions: August 15-17,https://toddmthatcher.com/2014/08/11/box-office-predictions-august-15-17/,2014-08-11,"4. Let’s Be Cops
Predicted Gross: $17.7 million (opens Wednesday: $23.4 million predicted for five-day debut)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,559,weekly_ranked_predictions,unmatched,Legends of Oz: Dorothy’s Return,2014-05-09,2014-05-11,5700000,0,0,437,Box Office Predictions: May 9-11,https://toddmthatcher.com/2014/05/05/box-office-predictions-may-9-11/,2014-05-05,"4. Legends of Oz: Dorothy’s Return
Predicted Gross: $5.7 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,512,weekly_ranked_predictions,unmatched,God’s Not Dead,2014-03-28,2014-03-30,7900000,0,0,395,Box Office Predictions: March 28-30,https://toddmthatcher.com/2014/03/24/box-office-predictions-march-28-30/,2014-03-25,"6. God’s Not Dead
Predicted Gross: $7.9 million (representing a drop of 16%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,496,weekly_ranked_predictions,unmatched,Tyler Perry’s The Single Moms Club,2014-03-14,2014-03-16,17600000,0,0,383,Box Office Predictions: March 14-16,https://toddmthatcher.com/2014/03/10/box-office-predictions-march-14-16/,2014-03-10,"4. Tyler Perry’s The Single Moms Club
Predicted Gross: $17.6 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,466,weekly_ranked_predictions,unmatched,Winter’s Tale,2014-02-14,2014-02-17,18400000,0,0,359,Box Office Predictions: February 14-17,https://toddmthatcher.com/2014/02/10/box-office-predictions-february-14-17/,2014-02-11,"4. Winter’s Tale
Predicted Gross: $18.4 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,437,weekly_ranked_predictions,unmatched,Devil’s Due,2014-01-17,2014-01-20,17100000,0,0,331,Box Office Predictions: January 17-20,https://toddmthatcher.com/2014/01/13/box-office-predictions-january-17-20/,2014-01-13,"5. Devil’s Due
Predicted Gross: $17.1 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,385,weekly_ranked_predictions,unmatched,Tyler Perry’s A Madea Christmas,2013-12-13,2013-12-15,33700000,0,0,285,Box Office Predictions: December 13-15,https://toddmthatcher.com/2013/12/09/box-office-predictions-december-13-15/,2013-12-09,"2. Tyler Perry’s A Madea Christmas
Predicted Gross: $33.7 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,379,weekly_ranked_predictions,unmatched,Out of the Furnance,2013-12-06,2013-12-08,9600000,0,0,279,Box Office Predictions: December 6-8,https://toddmthatcher.com/2013/12/02/box-office-predictions-december-6-8/,2013-12-02,"3. Out of the Furnance
Predicted Gross: $9.6 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,342,weekly_ranked_predictions,unmatched,Ender’s Game,2013-11-08,2013-11-10,13600000,0,0,251,Box Office Predictions: November 8-10,https://toddmthatcher.com/2013/11/04/box-office-predictions-november-8-10/,2013-11-04,"2. Ender’s Game
Predicted Gross: $13.6 million (representing a drop of 49%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,334,weekly_ranked_predictions,unmatched,Ender’s Game,2013-11-01,2013-11-03,32900000,0,0,245,Box Office Predictions: November 1-3,https://toddmthatcher.com/2013/10/28/box-office-predictions-november-1-3/,2013-10-28,"1. Ender’s Game
Predicted Gross: $32.9 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,291,weekly_ranked_predictions,unmatched,We’re the Millers,2013-09-20,2013-09-22,3800000,0,0,199,Box Office Predictions: September 20-22,https://toddmthatcher.com/2013/09/16/box-office-predictions-september-20-22/,2013-09-16,"5. We’re the Millers
Predicted Gross: $3.8 million (representing a drop of 31%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,283,weekly_ranked_predictions,unmatched,Instructions Not Included,2013-09-13,2013-09-15,5900000,0,0,193,Box Office Predictions: September 13-15,https://toddmthatcher.com/2013/09/09/box-office-predictions-september-13-15/,2013-09-10,"4. Instructions Not Included
Predicted Gross: $5.9 million (representing a drop of 28%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,276,weekly_ranked_predictions,unmatched,Instructions Not Included,2013-09-06,2013-09-08,5600000,0,0,185,Box Office Predictions: September 6-8,https://toddmthatcher.com/2013/09/03/box-office-predictions-september-6-8/,2013-09-03,"5. Instructions Not Included
Predicted Gross: $5.6 million (representing a drop of 26%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,274,weekly_ranked_predictions,unmatched,We’re the Millers,2013-09-06,2013-09-08,7800000,0,0,185,Box Office Predictions: September 6-8,https://toddmthatcher.com/2013/09/03/box-office-predictions-september-6-8/,2013-09-03,"3. We’re the Millers
Predicted Gross: $7.8 million (representing a drop of 39%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,271,weekly_ranked_predictions,unmatched,Planes,2013-08-30,2013-09-02,9000000,0,0,183,Labor Day Weekend Box Office Predictions: August 30-September 2,https://toddmthatcher.com/2013/08/26/labor-day-weekend-box-office-predictions-august-30-september-2/,2013-08-26,"5. Planes
Predicted Gross: $9 million (representing an increase of 7%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,268,weekly_ranked_predictions,unmatched,We’re the Millers,2013-08-30,2013-09-02,15100000,0,0,183,Labor Day Weekend Box Office Predictions: August 30-September 2,https://toddmthatcher.com/2013/08/26/labor-day-weekend-box-office-predictions-august-30-september-2/,2013-08-26,"2. We’re the Millers
Predicted Gross: $15.1 million (representing an increase of 15%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,262,weekly_ranked_predictions,unmatched,The World’s End,2013-08-23,2013-08-25,12400000,0,0,175,Box Office Predictions: August 23-25,https://toddmthatcher.com/2013/08/19/box-office-predictions-august-23-25/,2013-08-19,"4. The World’s End
Predicted Gross: $12.4 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,263,weekly_ranked_predictions,unmatched,We’re the Millers,2013-08-23,2013-08-25,11000000,0,0,175,Box Office Predictions: August 23-25,https://toddmthatcher.com/2013/08/19/box-office-predictions-august-23-25/,2013-08-19,"5. We’re the Millers
Predicted Gross: $11 million (representing a drop of 39%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,259,weekly_ranked_predictions,unmatched,You’re Next,2013-08-23,2013-08-25,21600000,0,0,175,Box Office Predictions: August 23-25,https://toddmthatcher.com/2013/08/19/box-office-predictions-august-23-25/,2013-08-19,"1. You’re Next
Predicted Gross: $21.6 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,251,weekly_ranked_predictions,unmatched,Planes,2013-08-16,2013-08-18,14100000,0,0,167,Box Office Predictions: August 16-18,https://toddmthatcher.com/2013/08/12/box-office-predictions-august-16-18/,2013-08-12,"4. Planes
Predicted Gross: $14.1 million (representing a drop of 36%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,250,weekly_ranked_predictions,unmatched,We’re the Millers,2013-08-16,2013-08-18,16200000,0,0,167,Box Office Predictions: August 16-18,https://toddmthatcher.com/2013/08/12/box-office-predictions-august-16-18/,2013-08-12,"3. We’re the Millers
Predicted Gross: $16.2 million (representing a drop of 39%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,242,weekly_ranked_predictions,unmatched,Planes,2013-08-09,2013-08-11,19100000,0,0,157,Box Office Predictions: August 9-11,https://toddmthatcher.com/2013/08/05/box-office-predictions-august-9-11/,2013-08-05,"3. Planes
Predicted Gross: $19.1 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,241,weekly_ranked_predictions,unmatched,We’re the Millers,2013-08-09,2013-08-11,19400000,0,0,157,Box Office Predictions: August 9-11,https://toddmthatcher.com/2013/08/05/box-office-predictions-august-9-11/,2013-08-05,"2. We’re the Millers
Predicted Gross: $19.4 million ($27.2 million projected five-day gross)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,222,weekly_ranked_predictions,unmatched,R.I.P.D.,2013-07-19,2013-07-21,13600000,0,0,137,Box Office Predictions: July 19-21,https://toddmthatcher.com/2013/07/15/box-office-predictions-july-19-21/,2013-07-16,"7. R.I.P.D.
Predicted Gross: $13.6 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,175,weekly_ranked_predictions,unmatched,The Hangover Part III,2013-05-31,2013-06-02,17100000,0,0,89,Box Office Predictions: May 31-June 2,https://toddmthatcher.com/2013/05/29/box-office-predictions-may-31-june-2/,2013-05-30,"5. The Hangover Part III
Predicted Gross: $17.1 million (representing a drop of 59%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,154,weekly_ranked_predictions,unmatched,Tyler Perry Presents Peeples,2013-05-10,2013-05-12,18500000,0,0,71,Box Office Predictions: May 10-12,https://toddmthatcher.com/2013/05/08/box-office-predictions-may-10-12/,2013-05-08,"3. Tyler Perry Presents Peeples
Predicted Gross: $18.5 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,131,weekly_ranked_predictions,unmatched,Jurassic Park 3D,2013-04-12,2013-04-14,8800000,0,0,51,42 and Scary Movie V Debut: April 12-14 Box Office Predictions,https://toddmthatcher.com/2013/04/10/42-scary-movie-v-box-office-predictions-weekend-of-april-12-14/,2013-04-10,"6. Jurassic Park 3D
Predicted Gross: $8.8 million (representing a drop of 53%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,130,weekly_ranked_predictions,unmatched,The Evil Dead,2013-04-12,2013-04-14,9100000,0,0,51,42 and Scary Movie V Debut: April 12-14 Box Office Predictions,https://toddmthatcher.com/2013/04/10/42-scary-movie-v-box-office-predictions-weekend-of-april-12-14/,2013-04-10,"5. The Evil Dead
Predicted Gross: $9.1 million (representing a drop of 65%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,124,weekly_ranked_predictions,unmatched,Jurassic Park 3D,2013-04-05,2013-04-07,12800000,0,0,49,Box Office Predictions: April 5-7,https://toddmthatcher.com/2013/04/03/box-office-predictions-april-5-7/,2013-04-03,"4. Jurassic Park 3D
Predicted Gross: $12.8 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,121,weekly_ranked_predictions,unmatched,The Evil Dead,2013-04-05,2013-04-07,19800000,0,0,49,Box Office Predictions: April 5-7,https://toddmthatcher.com/2013/04/03/box-office-predictions-april-5-7/,2013-04-03,"1. The Evil Dead
Predicted Gross: $19.8 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,125,weekly_ranked_predictions,unmatched,Tyler Perry’s Temptation: Confessions of a Marriage Counselor,2013-04-05,2013-04-07,8900000,0,0,49,Box Office Predictions: April 5-7,https://toddmthatcher.com/2013/04/03/box-office-predictions-april-5-7/,2013-04-03,"5. Tyler Perry’s Temptation: Confessions of a Marriage Counselor
Predicted Gross: $8.9 million (representing a drop of 59%)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,117,weekly_ranked_predictions,unmatched,Tyler Perry’s Temptation: Confessions of a Marriage Counselor,2013-03-29,2013-03-31,19200000,0,0,45,Box Office Predictions: March 29-31,https://toddmthatcher.com/2013/03/27/box-office-predictions-march-29-31/,2013-03-28,"3. Tyler Perry’s Temptation: Confessions of a Marriage Counselor
Predicted Gross: $19.2 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,83,weekly_ranked_predictions,unmatched,A Good to Die Hard,2013-02-14,2013-02-18,45600000,0,0,29,Box Office Predictions: February 14-18,https://toddmthatcher.com/2013/02/13/box-office-predictions-february-14-18/,2013-02-14,"1. A Good to Die Hard
Predicted Gross: $45.6 million",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,33,weekly_ranked_predictions,unmatched,Monsters Inc.,2012-12-21,2012-12-23,12300000,0,0,13,Box Office Predictions: December 21-23,https://toddmthatcher.com/2012/12/19/box-office-predictions-december-21-23/,2012-12-19,"4. Monsters Inc.
Predicted Gross: $12.3 million (predicting $16.2 for 4 day gross)",normalized_exact,No movie title matched
no_title_candidate_or_alias_mismatch,12,weekly_ranked_predictions,unmatched,"The Twilight Saga, Breaking Dawn 2",2012-11-30,2012-12-02,17100000,0,0,7,Box Office Predictions: November 30-December 2,https://toddmthatcher.com/2012/11/29/box-office-predictions-november-30-december-2/,2012-11-29,"1. The Twilight Saga, Breaking Dawn 2
Predicted Gross: $17.1 million (representing a drop of 61%)",normalized_exact,No movie title matched
single_movie_missing_opening_date,2068,single_movie_prediction,ambiguous,Father Figures,,,8600000,5,1,1789,Father Figures Box Office Prediction,https://toddmthatcher.com/2017/12/14/father-figures-box-office-prediction/,2017-12-14,Father Figures opening weekend prediction: $8.6 million (Friday to Monday estimate),normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2067,single_movie_prediction,ambiguous,The Greatest Showman,,,16100000,23,1,1787,The Greatest Showman Box Office Prediction,https://toddmthatcher.com/2017/12/12/the-greatest-showman-box-office-prediction/,2017-12-12,"The Greatest Showman opening weekend prediction: $16.1 million (Friday to Monday), $22.4 million (Wednesday to Monday)",normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2055,single_movie_prediction,ambiguous,Ferdinand,,,18600000,10,1,1781,Ferdinand Box Office Prediction,https://toddmthatcher.com/2017/12/06/ferdinand-box-office-prediction/,2017-12-06,Ferdinand opening weekend prediction: $18.6 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2054,single_movie_prediction,ambiguous,Star Wars: The Last Jedi,,,219700000,16,0,1779,Star Wars: The Last Jedi Box Office Prediction,https://toddmthatcher.com/2017/12/04/star-wars-the-last-jedi-box-office-prediction/,2017-12-05,Star Wars: The Last Jedi opening weekend prediction: $219.7 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2053,single_movie_prediction,ambiguous,Just Getting Started,,,5200000,3,1,1777,Just Getting Started Box Office Prediction,https://toddmthatcher.com/2017/11/29/just-getting-started-box-office-prediction/,2017-11-29,Just Getting Started opening weekend prediction: $5.2 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2038,single_movie_prediction,ambiguous,"Roman J. Israel, Esq.",,,5000000,0,0,1769,"Roman J. Israel, Esq. Box Office Prediction",https://toddmthatcher.com/2017/11/19/roman-j-israel-esq-box-office-prediction/,2017-11-20,"Roman J. Israel, Esq. opening weekend prediction: $5 million (Friday to Sunday), $6.9 million (Wednesday to Sunday)",normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2039,single_movie_prediction,unmatched,Coco,,,54100000,1,1,1771,Coco Box Office Prediction,https://toddmthatcher.com/2017/11/14/coco-box-office-prediction/,2017-11-14,"Coco opening weekend prediction: $54.1 million (Friday to Sunday), $74.6 million (Wednesday to Sunday)",normalized_exact,No movie title matched
single_movie_missing_opening_date,2030,single_movie_prediction,ambiguous,The Star,,,10300000,10,1,1763,The Star Box Office Prediction,https://toddmthatcher.com/2017/11/08/the-star-box-office-prediction/,2017-11-08,The Star opening weekend prediction: $10.3 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2031,single_movie_prediction,ambiguous,Wonder,,,12900000,15,1,1765,Wonder Box Office Prediction,https://toddmthatcher.com/2017/11/08/wonder-box-office-prediction/,2017-11-08,Wonder opening weekend prediction: $12.9 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2029,single_movie_prediction,ambiguous,Justice League,,,128400000,12,1,1761,Justice League Box Office Prediction,https://toddmthatcher.com/2017/11/07/justice-league-box-office-prediction/,2017-11-07,Justice League opening weekend prediction: $128.4 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2022,single_movie_prediction,ambiguous,Murder on the Orient Express,,,24600000,13,1,1755,Murder on the Orient Express Box Office Prediction,https://toddmthatcher.com/2017/11/01/murder-on-the-orient-express-box-office-prediction/,2017-11-01,Murder on the Orient Express opening weekend prediction: $24.6 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2023,single_movie_prediction,ambiguous,Daddy’s Home 2,,,21800000,0,0,1757,Daddy’s Home 2 Box Office Prediction,https://toddmthatcher.com/2017/10/31/daddys-home-2-box-office-prediction/,2017-10-31,Daddy’s Home 2 opening weekend prediction: $21.8 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2016,single_movie_prediction,ambiguous,A Bad Moms Christmas,,,18700000,12,1,1751,A Bad Moms Christmas Box Office Prediction,https://toddmthatcher.com/2017/10/25/a-bad-moms-christmas-box-office-prediction/,2017-10-25,"A Bad Moms Christmas opening weekend prediction: $18.7 million (Friday to Monday), $26.2 million (Wednesday to Sunday)",normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2015,single_movie_prediction,ambiguous,Thor: Ragnarok,,,107600000,15,1,1749,Thor: Ragnarok Box Office Prediction,https://toddmthatcher.com/2017/10/24/thor-ragnarok-box-office-prediction/,2017-10-24,Thor: Ragnarok opening weekend prediction: $107.6 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2009,single_movie_prediction,ambiguous,Thank You for Your Service,,,5200000,6,1,1745,Thank You for Your Service Box Office Prediction,https://toddmthatcher.com/2017/10/18/thank-you-for-your-service-box-office-prediction/,2017-10-19,Thank You for Your Service opening weekend prediction: $5.2 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2008,single_movie_prediction,ambiguous,Jigsaw,,,14800000,9,1,1743,Jigsaw Box Office Prediction,https://toddmthatcher.com/2017/10/18/jigsaw-box-office-prediction/,2017-10-18,Jigsaw opening weekend prediction: $14.8 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2007,single_movie_prediction,ambiguous,Suburbicon,,,7300000,3,1,1741,Suburbicon Box Office Prediction,https://toddmthatcher.com/2017/10/18/suburbicon-box-office-prediction/,2017-10-18,Suburbicon opening weekend prediction: $7.3 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2001,single_movie_prediction,ambiguous,Geostorm,,,11200000,9,1,1737,Geostorm Box Office Prediction,https://toddmthatcher.com/2017/10/12/geostorm-box-office-prediction/,2017-10-12,Geostorm opening weekend prediction: $11.2 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,2000,single_movie_prediction,ambiguous,Only the Brave,,,10000000,7,2,1735,Only the Brave Box Office Prediction,https://toddmthatcher.com/2017/10/11/only-the-brave-box-office-prediction/,2017-10-12,Only the Brave opening weekend prediction: $10 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,1998,single_movie_prediction,ambiguous,The Snowman,,,8000000,3,1,1731,The Snowman Box Office Prediction,https://toddmthatcher.com/2017/10/12/the-snowman-box-office-prediction/,2017-10-12,The Snowman opening weekend prediction: $8 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,1999,single_movie_prediction,ambiguous,Boo 2! A Madea Halloween,,,22600000,4,0,1733,Boo 2! A Madea Halloween Box Office Prediction,https://toddmthatcher.com/2017/10/11/boo-2-a-madea-halloween-box-office-prediction/,2017-10-11,Boo 2! A Madea Halloween opening weekend prediction: $22.6 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,1983,single_movie_prediction,unmatched,Marshall,,,4000000,1,1,1719,Marshall Box Office Prediction,https://toddmthatcher.com/2017/10/05/marshall-box-office-prediction/,2017-10-05,Marshall opening weekend prediction: $4 million,normalized_exact,No movie title matched
single_movie_missing_opening_date,1984,single_movie_prediction,ambiguous,The Foreigner,,,8800000,8,1,1721,The Foreigner Box Office Prediction,https://toddmthatcher.com/2017/10/05/the-foreigner-box-office-prediction/,2017-10-05,The Foreigner opening weekend prediction: $8.8 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,1992,single_movie_prediction,ambiguous,Happy Death Day,,,20600000,10,1,1727,Happy Death Day Box Office Prediction,https://toddmthatcher.com/2017/10/04/happy-death-day-box-office-prediction/,2017-10-04,Happy Death Day opening weekend prediction: $20.6 million,normalized_exact,Multiple movies share the title
single_movie_missing_opening_date,1985,single_movie_prediction,ambiguous,My Little Pony: The Movie,,,10900000,6,1,1723,My Little Pony: The Movie Box Office Prediction,https://toddmthatcher.com/2017/09/28/my-little-pony-the-movie-box-office-prediction/,2017-09-28,My Little Pony: The Movie opening weekend prediction: $10.9 million,normalized_exact,Multiple movies share the title
